Timestamp,Symbol,Action,Price,Quantity,PnL
2021-01-02 00:00:00,BTC-USD,BUY,32127.267578125,0.1,0
2021-04-25 00:00:00,BTC-USD,SELL,49004.25390625,0.1,1687.6986328125001
2021-07-29 00:00:00,BTC-USD,BUY,40008.421875,0.1,1687.6986328125001
2021-09-22 00:00:00,BTC-USD,SELL,43574.5078125,0.1,2044.3072265625
2021-10-06 00:00:00,BTC-USD,BUY,55361.44921875,0.1,2044.3072265625
2021-11-24 00:00:00,BTC-USD,SELL,56280.42578125,0.1,2136.2048828125003
2021-01-02 00:00:00,BTC-USD,BUY,774.5349731445312,0.1,0
2021-03-07 00:00:00,BTC-USD,SELL,1723.15380859375,0.1,94.86188354492188
2021-03-08 00:00:00,BTC-USD,BUY,1834.7279052734375,0.1,94.86188354492188
2021-05-26 00:00:00,BTC-USD,SELL,2888.69873046875,0.1,200.25896606445315
2021-07-31 00:00:00,BTC-USD,BUY,2536.2099609375,0.1,200.25896606445315
2021-09-24 00:00:00,BTC-USD,SELL,2931.669189453125,0.1,239.80488891601564
2021-10-08 00:00:00,BTC-USD,BUY,3563.75927734375,0.1,239.80488891601564
2021-12-10 00:00:00,BTC-USD,SELL,3908.49609375,0.1,274.27857055664066
2021-01-02 00:00:00,BTC-USD,BUY,0.010614999569952488,0.1,0
2021-05-29 00:00:00,BTC-USD,SELL,0.3031100034713745,0.1,0.029249500390142204
2021-08-10 00:00:00,BTC-USD,BUY,0.2573249936103821,0.1,0.029249500390142204
2021-09-13 00:00:00,BTC-USD,SELL,0.23590600490570068,0.1,0.027107601519674066
2021-10-20 00:00:00,BTC-USD,BUY,0.2540929913520813,0.1,0.027107601519674066
2021-11-19 00:00:00,BTC-USD,SELL,0.2331099957227707,0.1,0.025009301956743005
